,id,name,movie_id,movie_title,gender,position
124,124,alice's dad,8,a nightmare on elm street: the dream child,,
125,125,dan,8,a nightmare on elm street: the dream child,,
126,126,greta,8,a nightmare on elm street: the dream child,,
127,127,jacob,8,a nightmare on elm street: the dream child,,
128,128,mark,8,a nightmare on elm street: the dream child,False,7.0
129,129,mrs. jordan,8,a nightmare on elm street: the dream child,,
130,130,yvonne,8,a nightmare on elm street: the dream child,True,3.0
131,131,carl,9,the atomic submarine,False,3.0
132,132,dave,9,the atomic submarine,False,
133,133,griff,9,the atomic submarine,,
134,134,kent,9,the atomic submarine,,
135,135,reef,9,the atomic submarine,False,1.0
136,136,saucer voice,9,the atomic submarine,,
137,137,sir ian,9,the atomic submarine,,
138,138,wendover,9,the atomic submarine,,
139,139,alma,10,affliction,True,7.0
140,140,chick,10,affliction,,
141,141,hand,10,affliction,,
142,142,jack,10,affliction,False,4.0
143,143,jill,10,affliction,True,2.0
144,144,lariviere,10,affliction,False,3.0
145,145,lillian,10,affliction,,
146,146,lugene,10,affliction,,
147,147,margie,10,affliction,True,11.0
148,148,mel gordon,10,affliction,,
149,149,mrs. gordon,10,affliction,,
150,150,nick,10,affliction,,
151,151,pop,10,affliction,,
152,152,rolfe,10,affliction,False,21.0
153,153,twombley,10,affliction,False,13.0
154,154,wade,10,affliction,False,1.0
155,155,alice,11,air force one,,
156,156,cerallos,11,air force one,,
157,157,chief mechanic,11,air force one,,
158,158,col. carlton,11,air force one,,
159,159,dean,11,air force one,,
160,160,doherty,11,air force one,,
161,161,general northwood,11,air force one,,
162,162,gibbs,11,air force one,,
163,163,iraqi soldier,11,air force one,,
164,164,kc-135 pilot,11,air force one,,
165,165,kc-lo pilot,11,air force one,,
166,166,korshunov,11,air force one,,
167,167,lee,11,air force one,,
168,168,major caldwell,11,air force one,,
169,169,marshall,11,air force one,False,1.0
170,170,mitchell,11,air force one,,
171,171,rose,11,air force one,,
172,172,secret service agent,11,air force one,,
173,173,secretary,11,air force one,,
174,174,shepherd,11,air force one,False,6.0
175,175,switchboard,11,air force one,,
176,176,tower,11,air force one,,
177,177,v.p. chandler,11,air force one,,
178,178,commissioner,12,airplane ii: the sequel,,
179,179,dunn,12,airplane ii: the sequel,,
180,180,elaine,12,airplane ii: the sequel,True,2.0
181,181,jimmy,12,airplane ii: the sequel,,
182,182,joe,12,airplane ii: the sequel,,
183,183,john,12,airplane ii: the sequel,,
184,184,kruger,12,airplane ii: the sequel,,
185,185,mary,12,airplane ii: the sequel,,
186,186,oveur,12,airplane ii: the sequel,,
187,187,porter,12,airplane ii: the sequel,,
188,188,receptionist,12,airplane ii: the sequel,,
189,189,rok,12,airplane ii: the sequel,,
190,190,rumack,12,airplane ii: the sequel,,
191,191,simon,12,airplane ii: the sequel,False,4.0
192,192,stella,12,airplane ii: the sequel,,
193,193,ted,12,airplane ii: the sequel,False,1.0
194,194,wife,12,airplane ii: the sequel,,
195,195,bernice,13,airplane!,,
196,196,carey,13,airplane!,,
197,197,dr. rumack,13,airplane!,,
198,198,elaine,13,airplane!,True,4.0
199,199,girl,13,airplane!,,
200,200,gunderson,13,airplane!,,
201,201,jack,13,airplane!,,
202,202,joey,13,airplane!,,
203,203,kramer,13,airplane!,,
204,204,lisa,13,airplane!,,
205,205,milton,13,airplane!,,
206,206,mrs. hammen,13,airplane!,,
207,207,mrs. kramer,13,airplane!,,
208,208,murdock,13,airplane!,,
209,209,oveur,13,airplane!,,
210,210,randy,13,airplane!,,
211,211,shirley,13,airplane!,,
212,212,sister angelina,13,airplane!,,
213,213,soldier,13,airplane!,,
214,214,striker,13,airplane!,False,5.0
215,215,cassandra,14,alien nation,,
216,216,fedorchuk,14,alien nation,,
217,217,harcourt,14,alien nation,,
218,218,jetson,14,alien nation,M,
219,219,kipling,14,alien nation,,
220,220,maffet,14,alien nation,,
221,221,o'neal,14,alien nation,,
222,222,operator,14,alien nation,,
223,223,porter,14,alien nation,,
224,224,sykes,14,alien nation,False,1.0
225,225,tuggle,14,alien nation,,
226,226,warner,14,alien nation,,
227,227,winter,14,alien nation,,
228,228,apone,15,aliens,,
229,229,bishop,15,aliens,False,4.0
230,230,burke,15,aliens,False,5.0
231,231,gorman,15,aliens,,
232,232,hicks,15,aliens,False,3.0
233,233,hudson,15,aliens,,
234,234,lydecker,15,aliens,,
235,235,med-tech,15,aliens,,
236,236,newt,15,aliens,True,2.0
237,237,ripley,15,aliens,True,1.0
238,238,simpson,15,aliens,,
239,239,van leuwen,15,aliens,,
240,240,vasquez,15,aliens,,
241,241,allegro,16,amadeus,,
242,242,andante,16,amadeus,,
243,243,arco,16,amadeus,,
244,244,cavalieri,16,amadeus,True,6.0
245,245,colloredo,16,amadeus,,
246,246,commendatore,16,amadeus,,
247,247,constanze,16,amadeus,True,3.0
248,248,first lady,16,amadeus,,
249,249,flunky,16,amadeus,,
250,250,frau schlumberg,16,amadeus,,
251,251,joseph,16,amadeus,False,7.0
252,252,leopold,16,amadeus,False,5.0
253,253,lorl,16,amadeus,True,22.0
254,254,madame weber,16,amadeus,,
255,255,mozart,16,amadeus,False,2.0
256,256,officer,16,amadeus,,
257,257,old salieri,16,amadeus,False,
258,258,orsini-rosenberg,16,amadeus,,
259,259,papageno,16,amadeus,,
260,260,salieri,16,amadeus,False,1.0
261,261,schikaneder,16,amadeus,False,4.0
262,262,schlumberg,16,amadeus,,
263,263,second lady,16,amadeus,,
264,264,servant,16,amadeus,,
265,265,ugly old woman,16,amadeus,,
266,266,vogler,16,amadeus,False,16.0
267,267,von strack,16,amadeus,,
268,268,von swieten,16,amadeus,,
269,269,alex,17,an american werewolf in london,True,2.0
270,270,benjamin,17,an american werewolf in london,,
271,271,bobbie,17,an american werewolf in london,,
272,272,bringsly,17,an american werewolf in london,,
273,273,chess player,17,an american werewolf in london,,
274,274,david,17,an american werewolf in london,False,1.0
275,275,dr. hirsch,17,an american werewolf in london,M,
276,276,jack,17,an american werewolf in london,False,3.0
277,277,lt. villiers,17,an american werewolf in london,,
278,278,miss gallagher,17,an american werewolf in london,,
279,279,mrs. hobbs,17,an american werewolf in london,,
280,280,orderly,17,an american werewolf in london,,
281,281,secretary,17,an american werewolf in london,,
282,282,sgt. mcmanus,17,an american werewolf in london,,
283,283,woman,17,an american werewolf in london,,
284,284,bill,18,american madness,,
285,285,charlie,18,american madness,,
286,286,clark,18,american madness,False,1000.0
287,287,cluett,18,american madness,False,5.0
288,288,dickson,18,american madness,False,1.0
289,289,dude,18,american madness,,
290,290,gardiner,18,american madness,,
291,291,guard,18,american madness,,
292,292,helen,18,american madness,True,4.0
293,293,helen's voice,18,american madness,,
294,294,inspector,18,american madness,,
295,295,janitor,18,american madness,,
296,296,lady,18,american madness,,
297,297,matt,18,american madness,False,2.0
298,298,mike,18,american madness,,
299,299,mrs. dickson,18,american madness,True,3.0
300,300,mrs. halligan,18,american madness,,
301,301,mrs. pembroke,18,american madness,,
302,302,o'brien,18,american madness,,
303,303,oscar,18,american madness,,
304,304,sampson,18,american madness,,
305,305,teller,18,american madness,,
306,306,bob,19,american outlaws,False,9.0
307,307,burly detective,19,american outlaws,,
308,308,cole,19,american outlaws,False,2.0
309,309,comanche tom,19,american outlaws,,
310,310,deputy,19,american outlaws,,
311,311,doc mimms,19,american outlaws,,
312,312,frank,19,american outlaws,False,4.0
313,313,jesse,19,american outlaws,False,1.0
314,314,jim,19,american outlaws,,
315,315,jimmy,19,american outlaws,,
316,316,lyla,19,american outlaws,,
317,317,ma,19,american outlaws,,
318,318,marshall,19,american outlaws,,
319,319,old man,19,american outlaws,,
320,320,parker,19,american outlaws,False,11.0
321,321,pastor,19,american outlaws,,
322,322,pinkerton,19,american outlaws,False,8.0
323,323,rains,19,american outlaws,False,6.0
324,324,sherriff,19,american outlaws,,
325,325,teller,19,american outlaws,,
326,326,zee,19,american outlaws,True,3.0
327,327,bateman,20,american psycho,False,1.0
328,328,carnes,20,american psycho,,
329,329,carruthers,20,american psycho,,
330,330,christie,20,american psycho,,
331,331,courtney,20,american psycho,True,7.0
332,332,daisy,20,american psycho,,
333,333,elizabeth,20,american psycho,True,12.0
334,334,evelyn,20,american psycho,True,6.0
335,335,homeless man,20,american psycho,False,
336,336,jean,20,american psycho,True,5.0
337,337,kimball,20,american psycho,False,10.0
338,338,maitre d',20,american psycho,,
339,339,mrs. wolfe,20,american psycho,,
340,340,owen,20,american psycho,,
341,341,price,20,american psycho,,
342,342,van patten,20,american psycho,,
343,343,victoria,20,american psycho,,
344,344,alice,21,antitrust,True,3.0
345,345,barton,21,antitrust,,
346,346,brian,21,antitrust,,
347,347,cyber pundit,21,antitrust,,
348,348,danny,21,antitrust,,
349,349,gary,21,antitrust,False,4.0
350,350,larry,21,antitrust,,
351,351,larry king,21,antitrust,,
352,352,len,21,antitrust,,
353,353,lisa,21,antitrust,True,2.0
354,354,milo,21,antitrust,False,1.0
355,355,phil,21,antitrust,,
356,356,randy,21,antitrust,,
357,357,redmond,21,antitrust,,
358,358,shrot,21,antitrust,,
359,359,teddy,21,antitrust,,
360,360,alotta,22,austin powers: international man of mystery,True,7.0
361,361,andy warhol,22,austin powers: international man of mystery,,
362,362,austin,22,austin powers: international man of mystery,False,1.0
363,363,basil exposition,22,austin powers: international man of mystery,False,3.0
364,364,clerk,22,austin powers: international man of mystery,,
365,365,commander gilmour,22,austin powers: international man of mystery,,
366,366,destructacon,22,austin powers: international man of mystery,,
367,367,dr. evil,22,austin powers: international man of mystery,False,1.0
368,368,frau farbissina,22,austin powers: international man of mystery,,
369,369,guard,22,austin powers: international man of mystery,,
370,370,mick jagger,22,austin powers: international man of mystery,,
371,371,mrs. kensington,22,austin powers: international man of mystery,,
372,372,mustafa,22,austin powers: international man of mystery,,
373,373,number two,22,austin powers: international man of mystery,,
374,374,radar operator,22,austin powers: international man of mystery,,
375,375,scott evil,22,austin powers: international man of mystery,False,6.0
376,376,therapist,22,austin powers: international man of mystery,,
377,377,vanessa,22,austin powers: international man of mystery,True,2.0
378,378,bailey,23,the avengers,,
379,379,dr. darling,23,the avengers,,
380,380,emma,23,the avengers,True,2.0
381,381,father,23,the avengers,,
382,382,invisible jones,23,the avengers,False,4.0
383,383,mother,23,the avengers,False,5.0
384,384,old lady,23,the avengers,,
385,385,porter,23,the avengers,,
386,386,sir august,23,the avengers,,
387,387,steed,23,the avengers,False,1.0
388,388,valentine,23,the avengers,True,
389,389,voice,23,the avengers,,
390,390,bobbie,24,bachelor party,,
391,391,chulo,24,bachelor party,,
392,392,cole,24,bachelor party,False,6.0
393,393,debbie,24,bachelor party,True,2.0
394,394,executive,24,bachelor party,,
395,395,gary,24,bachelor party,,
396,396,ilene,24,bachelor party,,
397,397,jumbo,24,bachelor party,,
398,398,larry,24,bachelor party,,
399,399,manager,24,bachelor party,,
400,400,mr. t,24,bachelor party,,
401,401,mr. thomerson,24,bachelor party,,
402,402,mrs. thomerson,24,bachelor party,,
403,403,o'neill,24,bachelor party,False,3.0
404,404,phoebe,24,bachelor party,,
405,405,rajah,24,bachelor party,,
406,406,rick,24,bachelor party,False,1.0
407,407,ryko,24,bachelor party,,
408,408,sister mary francis,24,bachelor party,,
409,409,stan,24,bachelor party,,
410,410,woman,24,bachelor party,,
411,411,axe,25,backdraft,,
412,412,brian,25,backdraft,False,2.0
413,413,chief fitzgerald,25,backdraft,,
414,414,dennis,25,backdraft,,
415,415,grindle,25,backdraft,,
416,416,helen,25,backdraft,True,7.0
417,417,jennifer,25,backdraft,True,5.0
418,418,ricco,25,backdraft,,
419,419,ronald,25,backdraft,,
420,420,shadow,25,backdraft,False,3.0
421,421,stephen,25,backdraft,False,1.0
422,422,swayzak,25,backdraft,,
423,423,tim,25,backdraft,,
424,424,willy,25,backdraft,,
425,425,ariane,26,bad lieutenant,True,5.0
426,426,elderly black woman,26,bad lieutenant,,
427,427,fence,26,bad lieutenant,,
428,428,jc,26,bad lieutenant,,
429,429,jesus,26,bad lieutenant,,
430,430,large,26,bad lieutenant,,
431,431,lite,26,bad lieutenant,False,14.0
432,432,lt,26,bad lieutenant,False,
433,433,nun,26,bad lieutenant,,
434,434,priest,26,bad lieutenant,,
435,435,1/16th black,27,bamboozled,,
436,436,audience,27,bamboozled,,
437,437,big black,27,bamboozled,,
438,438,cheeba,27,bamboozled,,
439,439,delacroix,27,bamboozled,False,1.0
440,440,dot,27,bamboozled,,
441,441,dunwitty,27,bamboozled,False,5.0
442,442,gary byrd,27,bamboozled,,
443,443,honeycutt,27,bamboozled,,
444,444,jukka,27,bamboozled,,
445,445,junebug,27,bamboozled,False,7.0
446,446,manray,27,bamboozled,,
447,447,mantan,27,bamboozled,False,2.0
448,448,mona,27,bamboozled,,
449,449,myrna,27,bamboozled,,
450,450,orchid,27,bamboozled,True,10.0
451,451,sleep 'n eat,27,bamboozled,M,
452,452,sloan,27,bamboozled,True,3.0
453,453,tavis smiley,27,bamboozled,,
454,454,armed gentleman,28,barry lyndon,,
455,455,captain best,28,barry lyndon,,
456,456,captain galgenstein,28,barry lyndon,False,
457,457,captain grogan,28,barry lyndon,False,13.0
458,458,captain o'reilly,28,barry lyndon,,
459,459,chevalier,28,barry lyndon,False,3.0
460,460,count,28,barry lyndon,,
461,461,countess,28,barry lyndon,F,
462,462,dorothy,28,barry lyndon,,
463,463,harry,28,barry lyndon,,
464,464,henri,28,barry lyndon,,
465,465,lord west,28,barry lyndon,,
466,466,michael,28,barry lyndon,,
467,467,minister galgenstein,28,barry lyndon,,
468,468,mrs. o'reilly,28,barry lyndon,,
469,469,newcombe,28,barry lyndon,,
470,470,patrick,28,barry lyndon,,
471,471,prince,28,barry lyndon,,
472,472,prussian officer,28,barry lyndon,,
473,473,roderick,28,barry lyndon,M,
474,474,sir william,28,barry lyndon,,
475,475,valdez,28,barry lyndon,,
476,476,bartender,29,basic,,
477,477,childs,29,basic,,
478,478,dunbar,29,basic,False,6.0
479,479,hardy,29,basic,False,1.0
480,480,kendall,29,basic,False,5.0
481,481,mueller,29,basic,,
482,482,osborne,29,basic,True,2.0
483,483,pike,29,basic,False,7.0
484,484,sergeant,29,basic,,
485,485,styles,29,basic,False,4.0
486,486,the cadets,29,basic,,
487,487,west,29,basic,,
488,488,amos,30,big fish,False,16.0
489,489,beamen,30,big fish,,
490,490,don price,30,big fish,,
491,491,dr. bennett,30,big fish,,
492,492,edward,30,big fish,M,
493,493,jenny,30,big fish,True,5.0
494,494,josephine,30,big fish,True,8.0
495,495,karl,30,big fish,,
496,496,norther winslow,30,big fish,,
497,497,sandra,30,big fish,True,4.0
498,498,will,30,big fish,False,3.0
499,499,alexei,31,birthday girl,,
500,500,branch manager,31,birthday girl,,
501,501,john,31,birthday girl,False,2.0
502,502,nadia,31,birthday girl,True,1.0
503,503,official,31,birthday girl,,
504,504,yuri,31,birthday girl,False,4.0
505,505,angela,32,black snake moan,True,4.0
506,506,bojo,32,black snake moan,,
507,507,bryan,32,black snake moan,,
508,508,ella mae,32,black snake moan,,
509,509,gill,32,black snake moan,False,7.0
510,510,jesse,32,black snake moan,,
511,511,lazarus,32,black snake moan,False,1.0
512,512,lincoln,32,black snake moan,,
513,513,mayella,32,black snake moan,,
514,514,r.l.,32,black snake moan,M,
515,515,rae,32,black snake moan,True,2.0
516,516,ronnie,32,black snake moan,False,3.0
517,517,rose,32,black snake moan,True,8.0
518,518,sandy,32,black snake moan,,
519,519,tehronne,32,black snake moan,False,6.0
520,520,charlie,33,black rain,False,2.0
521,521,connie,33,black rain,,
522,522,ich,33,black rain,,
523,523,joyce,33,black rain,True,4.0
524,524,kobo,33,black rain,,
525,525,nick,33,black rain,False,1.0
526,526,ohashi,33,black rain,False,6.0
527,527,oliver,33,black rain,,
528,528,sugai,33,black rain,,
529,529,batty,34,blade runner,False,2.0
530,530,bryant,34,blade runner,,
531,531,chew,34,blade runner,,
532,532,deckard,34,blade runner,False,1.0
533,533,deckard's voice,34,blade runner,,
534,534,esper,34,blade runner,,
535,535,gaff,34,blade runner,,
536,536,holden,34,blade runner,,
537,537,leon,34,blade runner,,
538,538,mary,34,blade runner,,
539,539,pris,34,blade runner,True,6.0
540,540,rachael,34,blade runner,True,3.0
541,541,salome,34,blade runner,,
542,542,sebastian,34,blade runner,False,7.0
543,543,taffey,34,blade runner,,
544,544,tyrell,34,blade runner,,
545,545,voice,34,blade runner,,
546,546,wheeler,34,blade runner,,
547,547,adam,35,blast from the past,False,1.0
548,548,aron,35,blast from the past,,
549,549,atkinson,35,blast from the past,,
550,550,bellboy,35,blast from the past,,
551,551,butcher,35,blast from the past,,
552,552,bystander #1,35,blast from the past,,
553,553,calvin,35,blast from the past,False,3.0
554,554,clerk,35,blast from the past,,
555,555,cliff,35,blast from the past,,
556,556,eve,35,blast from the past,True,2.0
557,557,helen,35,blast from the past,True,4.0
558,558,jerry,35,blast from the past,,
559,559,levy,35,blast from the past,,
560,560,miss sweet,35,blast from the past,,
561,561,mom,35,blast from the past,,
562,562,pilot,35,blast from the past,,
563,563,postal worker,35,blast from the past,,
564,564,soda jerk,35,blast from the past,,
565,565,street walker,35,blast from the past,,
566,566,tower,35,blast from the past,,
567,567,troy,35,blast from the past,False,5.0
568,568,aunt barbara,36,blue velvet,,
569,569,ben,36,blue velvet,,
570,570,detective williams,36,blue velvet,False,7.0
571,571,dorothy,36,blue velvet,True,1.0
572,572,f.b.i. man,36,blue velvet,,
573,573,frank,36,blue velvet,,
574,574,jeffrey,36,blue velvet,False,2.0
575,575,mike,36,blue velvet,,
576,576,mr. beaumont,36,blue velvet,,
577,577,mrs. beaumont,36,blue velvet,,
578,578,mrs. williams,36,blue velvet,,
579,579,raymond,36,blue velvet,,
580,580,sandy,36,blue velvet,True,4.0
581,581,yellow man,36,blue velvet,,
582,582,augustus,37,the boondock saints,,
583,583,both,37,the boondock saints,,
584,584,chaffey,37,the boondock saints,,
585,585,connor,37,the boondock saints,False,2.0
586,586,doc,37,the boondock saints,,
587,587,dolly,37,the boondock saints,,
588,588,donna,37,the boondock saints,,
589,589,duffy,37,the boondock saints,False,7.0
590,590,greenly,37,the boondock saints,,
591,591,mom,37,the boondock saints,,
592,592,murphy,37,the boondock saints,False,3.0
593,593,priest,37,the boondock saints,False,39.0
594,594,rocco,37,the boondock saints,False,4.0
595,595,roz,37,the boondock saints,,
596,596,smecker,37,the boondock saints,False,1.0
597,597,vincenzo,37,the boondock saints,,
598,598,yakavetta,37,the boondock saints,,
599,599,anthony,38,bottle rocket,False,1.0
600,600,applejack,38,bottle rocket,,
601,601,bob,38,bottle rocket,False,6.0
602,602,cop,38,bottle rocket,,
603,603,dignan,38,bottle rocket,False,2.0
604,604,employee,38,bottle rocket,,
605,605,future man,38,bottle rocket,,
606,606,inez,38,bottle rocket,,
607,607,jackson,38,bottle rocket,,
608,608,kumar,38,bottle rocket,,
609,609,little richard,38,bottle rocket,,
610,610,man,38,bottle rocket,,
611,611,mr. henry,38,bottle rocket,False,24.0
612,612,abbott,39,the bourne supremacy,False,3.0
613,613,bourne,39,the bourne supremacy,False,1.0
614,614,cronin,39,the bourne supremacy,,
615,615,gretkov,39,the bourne supremacy,,
616,616,irena,39,the bourne supremacy,True,15.0
617,617,ivan,39,the bourne supremacy,,
618,618,jarda,39,the bourne supremacy,,
619,619,marie,39,the bourne supremacy,True,2.0
620,620,marshall,39,the bourne supremacy,,
621,621,nevins/phone,39,the bourne supremacy,,
622,622,nicky,39,the bourne supremacy,True,4.0
623,623,pamela,39,the bourne supremacy,True,7.0
624,624,pamela/phone,39,the bourne supremacy,,
625,625,teddy,39,the bourne supremacy,,
626,626,vic,39,the bourne supremacy,,
627,627,zorn,39,the bourne supremacy,,
628,628,argyle,40,braveheart,,
629,629,craig,40,braveheart,,
630,630,edward,40,braveheart,,
631,631,hamish,40,braveheart,,
632,632,leader,40,braveheart,,
633,633,leper,40,braveheart,,
634,634,longshanks,40,braveheart,,
635,635,magistrate,40,braveheart,,
636,636,marion,40,braveheart,True,
637,637,nicolette,40,braveheart,,
638,638,princess,40,braveheart,True,14.0
639,639,robert,40,braveheart,,
640,640,stephen,40,braveheart,,
641,641,wallace,40,braveheart,False,1.0
642,642,william,40,braveheart,False,1.0
643,643,andrea,41,the butterfly effect,True,2.0
644,644,carlos,41,the butterfly effect,,
645,645,dr. redfield,41,the butterfly effect,False,17.0
646,646,evan,41,the butterfly effect,False,1.0
647,647,heidi,41,the butterfly effect,,
648,648,hunter,41,the butterfly effect,,
649,649,jason,41,the butterfly effect,,
650,650,kayleigh,41,the butterfly effect,True,3.0
651,651,lenny,41,the butterfly effect,,
652,652,mr. miller,41,the butterfly effect,,
653,653,mrs. boswell,41,the butterfly effect,,
654,654,professor carter,41,the butterfly effect,,
655,655,thumper,41,the butterfly effect,,
656,656,tommy,41,the butterfly effect,,
657,657,waitress,41,the butterfly effect,,
658,658,annina,42,casablanca,True,11.0
659,659,berger,42,casablanca,,
660,660,carl,42,casablanca,,
661,661,emil,42,casablanca,,
662,662,european,42,casablanca,,
663,663,ferrari,42,casablanca,False,6.0
664,664,ilsa,42,casablanca,True,2.0
665,665,laszlo,42,casablanca,False,3.0
666,666,renault,42,casablanca,False,4.0
667,667,rick,42,casablanca,False,1.0
668,668,sam,42,casablanca,False,10.0
669,669,strasser,42,casablanca,False,5.0
670,670,tourist,42,casablanca,,
671,671,ugarte,42,casablanca,False,7.0
672,672,yvonne,42,casablanca,,
673,673,aleksei,43,cast away,,
674,674,badchuck,43,cast away,False,
675,675,bettina,43,cast away,,
676,676,chuck,43,cast away,False,8.0
677,677,chuck/captain,43,cast away,,
678,678,doctor,43,cast away,,
679,679,driver,43,cast away,,
680,680,erica,43,cast away,,
681,681,goodchuck,43,cast away,False,
682,682,kelly,43,cast away,True,16.0
683,683,leslie,43,cast away,,
684,684,mom,43,cast away,,
685,685,roger,43,cast away,,
686,686,stan,43,cast away,False,14.0
687,687,technician,43,cast away,,
688,688,voice,43,cast away,,
689,689,angela,44,the cider house rules,True,7.0
690,690,buster,44,the cider house rules,False,9.0
691,691,candy,44,the cider house rules,True,2.0
692,692,curly,44,the cider house rules,,
693,693,edna,44,the cider house rules,,
694,694,fuzzy,44,the cider house rules,,
695,695,homer,44,the cider house rules,False,1.0
696,696,jack,44,the cider house rules,,
697,697,larch,44,the cider house rules,False,5.0
698,698,major winslow,44,the cider house rules,,
699,699,mary agnes,44,the cider house rules,,
700,700,mr. rose,44,the cider house rules,False,
701,701,mrs. goodhall,44,the cider house rules,,
702,702,muddy,44,the cider house rules,,
703,703,olive,44,the cider house rules,,
